,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3321,1095032100404290703,https://www.airbnb.com/rooms/1095032100404290703,20241129161612,2024-11-29,city scrape,Full sun lake front.  Private dock and hot tub,"You'll have an amazing stay at this newly renovated inner city oasis.  This beautiful 1/4 property features private dock, hot tub, BBQ, fireplace, kayaks, and access to amazing fishing.  With southern full sun exposure.<br />The home has two basement suites with the caretaker living in one of them.  The yard and common areas will only be accessed for maintenance.<br />The house comes with 3 bedrooms (4 beds) and 2 bath sleeping up to 6.  The views of the lake from within the house are breathe taking.",House is located at the quite end of a private cul-de-sac,https://a0.muscache.com/pictures/e99f12f6-25ae-4b7b-85fa-b1567875128b.jpg,564203743,https://www.airbnb.com/users/show/564203743,Dakota,2024-02-26,"Langford, Canada",,,,,f,https://a0.muscache.com/im/pictures/user/User-564203743/original/1d487d4f-0bd9-4881-9019-0b011b53fb20.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-564203743/original/1d487d4f-0bd9-4881-9019-0b011b53fb20.jpeg?aki_policy=profile_x_medium,,1,1,['email'],t,t,Neighborhood highlights,Langford,Langford,48.44879,-123.52223,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,"[""Pantene sampoo/conditioner  --  smooth groom society body wash body soap"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Blender"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stove"", ""Coffee"", ""Lake access"", ""Baby bath - always at the listing"", ""Dishwasher"", ""Private patio or balcony"", ""Refrigerator"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Kayak"", ""Long term stays allowed"", ""Private hot tub"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Barbecue utensils"", ""TV"", ""Beach essentials"", ""Essentials"", ""Hair dryer"", ""Mini fridge"", ""Cleaning products"", ""Pantene pro v  conditioner"", ""Children's playroom"", ""First aid kit"", ""Baking sheet"", ""Pantene  shampoo"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Mountain view"", ""Heating"", ""Books and reading material"", ""Board games"", ""Keypad"", ""Samsung  stainless steel oven"", ""Lake view"", ""Hot water kettle"", ""Waterfront"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Outdoor dining area"", ""Private entrance"", ""Sun loungers"", ""Wifi"", ""Washer"", ""Crib - always at the listing"", ""Toaster"", ""Fire pit"", ""BBQ grill"", ""Hangers""]",$411.00,3,365,3,3,365,365,3.0,365.0,,t,23,53,83,263,2024-11-29,27,27,1,2024-03-30,2024-11-11,4.93,4.93,4.93,5.0,4.93,4.93,4.85,,f,1,1,0,0,3.31
3327,1096402570911406113,https://www.airbnb.com/rooms/1096402570911406113,20241129161612,2024-11-30,previous scrape,Vancouver Island Waterfront Resort,"Located in the Sooke Harbour Resort and Marina, this well appointed 2 bdrm/2 bath townhome just is 35 minutes from downtown Victoria.  Sleeps 6.  Fishing guides on site, hot tubs, whale watching, kayaking... or just relaxation.  Everything is ready for your stay!","Sooke, British Columbia, is a picturesque coastal community located on the southern tip of Vancouver Island, Canada. Here's a description of what you might find in Sooke:<br /><br />Natural Beauty: Sooke is renowned for its stunning natural landscapes, including rugged coastline, dense forests, and majestic mountains. The area is dotted with parks, trails, and beaches, offering endless opportunities for outdoor exploration and adventure.<br /><br />Coastline: The coastline of Sooke features dramatic cliffs, rocky shores, and pristine beaches. Places like Whiffin Spit Park and East Sooke Regional Park offer scenic coastal walks with panoramic views of the Pacific Ocean.<br /><br />Outdoor Activities: Outdoor enthusiasts will find plenty to do in Sooke, including hiking, biking, fishing, kayaking, surfing, and wildlife viewing. The region is home to diverse ecosystems, providing habitats for a wide variety of plant and animal species.<br /><br />Sooke Potholes: One of the area's natural ",https://a0.muscache.com/pictures/prohost-api/Hosting-1096402570911406113/original/ce3d61bb-2311-4b5d-af58-c426c06f11b1.jpeg,168779888,https://www.airbnb.com/users/show/168779888,Frederick,2018-01-19,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/8a16fc03-7e84-4cb1-8e65-aca965b9ee6b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a16fc03-7e84-4cb1-8e65-aca965b9ee6b.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Sooke,Sooke,48.36571,-123.73292,Entire townhouse,Entire home/apt,6,,2 baths,2.0,,"[""Patio or balcony"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Resort access"", ""Dryer"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Indoor fireplace"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Waterfront"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",,2,30,2,2,30,30,2.0,30.0,,t,0,0,0,0,2024-11-30,8,8,0,2024-07-07,2024-09-10,4.88,4.88,4.88,5.0,5.0,5.0,4.88,,f,2,2,0,0,1.63
3330,1096809861613538746,https://www.airbnb.com/rooms/1096809861613538746,20241129161612,2024-11-29,city scrape,Suave 2BR near Victoria Harbour & Terminal!,"If it weren’t for the suave resort style and craft brews nearby, you might feel as if you’ve stepped into history during your stay here.<br /><br />Covid-19 Enhanced cleaning protocols in place. <br /><br />• Guest checking in must be 21+ with valid ID. <br />• Guest must have debit/credit card to put a refundable security deposit on hold at resort check-in.<br />• Name on reservation must match photo ID at check-in. Please confirm your first and last name as shown on I.D when submitting a booking.",,https://a0.muscache.com/pictures/miso/Hosting-1096809861613538746/original/a0f280d5-828f-4d93-b234-1bfd2d4cd26c.jpeg,20704144,https://www.airbnb.com/users/show/20704144,William,2014-08-29,"California, United States","A Husband, Tennis coach and Entrepreneur that loves to travel!",within an hour,99%,68%,t,https://a0.muscache.com/im/pictures/user/aa64101e-bbca-422d-b4a2-9e1b85970174.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aa64101e-bbca-422d-b4a2-9e1b85970174.jpg?aki_policy=profile_x_medium,Western Addition/NOPA,723,898,"['email', 'phone', 'work_email']",t,t,,James Bay,Victoria,48.42115,-123.38139,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,4.0,"[""Conditioner"", ""Bed linens"", ""Fire extinguisher"", ""Stove"", ""Pool"", ""Bidet"", ""Dishwasher"", ""Private patio or balcony"", ""Refrigerator"", ""Dining table"", ""Dryer"", ""Hot tub"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Body soap"", ""Shared gym in building"", ""Building staff"", ""Hair dryer"", ""Indoor fireplace"", ""Air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Elevator"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""BBQ grill"", ""Hangers""]",$211.00,1,365,1,1,365,365,1.0,365.0,,t,17,17,17,17,2024-11-29,5,5,0,2024-05-07,2024-09-08,4.8,4.8,5.0,4.2,5.0,5.0,4.8,,f,1,1,0,0,0.72
3331,1097236573172497125,https://www.airbnb.com/rooms/1097236573172497125,20241129161612,2024-11-29,city scrape,Charming Cottage,"Business Licence #28949  <br />This private charming cottage is a fully self contained bed and breakfast accommodation for up to six guests. NO SHARING . Centrally located in a quiet neighbourhood setting with private parking. Easy access to main highway, ferries, airport, UVic, hospitals, Galloping Goose trail and downtown. <br /><br />Washer and dryer, heated bathroom floor<br /><br />Main bedrooms feature queen beds<br /><br />High speed internet and Roku TV<br /><br />Located in a residential area. Quiet hours 11PM to 7AM",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA5NzIzNjU3MzE3MjQ5NzEyNQ%3D%3D/original/41e1eb74-9020-4eb0-b2ab-f75ada578d6b.jpeg,248014250,https://www.airbnb.com/users/show/248014250,Albert John,2019-03-10,"Victoria, Canada",,within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/412f7af2-06aa-44f3-8e6c-dfa2a29e65c1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/412f7af2-06aa-44f3-8e6c-dfa2a29e65c1.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Saanich,Saanich,48.46229,-123.3648,Entire cottage,Entire home/apt,6,1.0,1 bath,3.0,4.0,"[""Bed linens"", ""Ceiling fan"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Hot water"", ""55 inch HDTV"", ""Portable air conditioning"", ""Central heating"", ""Fire extinguisher"", ""Wine glasses"", ""Single level home"", ""Coffee"", ""Standalone high chair - always at the listing"", ""Dishwasher"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Clothing storage: wardrobe and dresser"", ""Portable fans"", ""Smoke alarm"", ""Free parking on premises"", ""Bathtub"", ""Essentials"", ""Whirlpool refrigerator"", ""Hair dryer"", ""Cleaning products"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Freezer"", ""Self check-in"", ""Private backyard \u2013 Not fully fenced"", ""Board games"", ""Free washer \u2013 In unit"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib - available upon request"", ""Coffee maker: french press, Nespresso"", ""Private entrance"", ""Wifi"", ""Radiant heating"", ""Hangers""]",$263.00,2,365,2,7,7,365,2.1,359.2,,t,9,34,64,240,2024-11-29,52,52,4,2024-03-11,2024-11-24,4.98,4.92,4.98,5.0,4.92,4.92,4.88,,f,1,1,0,0,5.91
3338,1099535077213259741,https://www.airbnb.com/rooms/1099535077213259741,20241129161612,2024-11-30,previous scrape,Victoria Hidden Gem,"Stylish,  modern 3 bedroom 2.5 bathroom split-level house in the amazing Westhills neighbourhood. This house also features a dedicated office/den with a desk, chair and 2 wired gigabit internet connections.<br /><br />Close to everything in the Victoria area, minutes from great outdoor activities, as well as the vibrant <br />Langford core, and only 20 mins from Downtown Victoria.<br /><br />Welcome to our beautiful home while we are away!",,https://a0.muscache.com/pictures/miso/Hosting-1099535077213259741/original/9b18054a-e848-4c97-8882-fe4978743e83.jpeg,179676852,https://www.airbnb.com/users/show/179676852,Mike And Maria,2018-03-20,"Victoria, Canada",Professional couple from Victoria Canada who enjoy travelling to interesting places,within an hour,100%,75%,f,https://a0.muscache.com/im/pictures/user/edc216ae-c412-46c7-92fa-1c6596875f53.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/edc216ae-c412-46c7-92fa-1c6596875f53.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Langford,Langford,48.44471,-123.53797,Entire home,Entire home/apt,5,,2.5 baths,3.0,,"[""Coffee maker: drip coffee maker"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Dining table"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Hair dryer"", ""First aid kit"", ""Indoor fireplace"", ""Air conditioning"", ""Stainless steel oven"", ""Cooking basics"", ""Iron"", ""Free dryer"", ""Kitchen"", ""Self check-in"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Lockbox"", ""Wifi"", ""Washer"", ""BBQ grill"", ""Hangers""]",,28,120,28,28,120,120,28.0,120.0,,t,0,0,0,0,2024-11-30,2,2,0,2024-09-01,2024-10-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.66
3343,1101805829401049977,https://www.airbnb.com/rooms/1101805829401049977,20241129161612,2024-11-29,city scrape,La Finca | Home in Shirley,"Kick back and relax in this calm, stylish space. Close to Jordan River for surfing, French Beach for walks, and Sooke for visiting local restaurants  or breweries. Beautifully designed and furnished home to relax in and explore the beautiful area. <br />Enjoy the front yard and BBQ area, or walk down to Muir Creek for a beach hangout.<br /><br /><br />NO PETS!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEwMTgwNTgyOTQwMTA0OTk3Nw%3D%3D/original/0725bbec-b2fe-4dcd-8df9-a14a8e9456b3.jpeg,6117191,https://www.airbnb.com/users/show/6117191,Marianne,2013-04-27,"Vancouver, Canada",,within an hour,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-6117191/original/36a05dc5-a62f-4149-a50b-6f11578bc2d3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6117191/original/36a05dc5-a62f-4149-a50b-6f11578bc2d3.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Juan de Fuca,Juan de Fuca,48.3784,-123.85601,Entire home,Entire home/apt,5,2.0,2 baths,3.0,3.0,"[""Bed linens"", ""Blender"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Dishwasher"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Beach essentials"", ""Body soap"", ""Hair dryer"", ""Baby safety gates"", ""First aid kit"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Air conditioning"", ""Coffee maker"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Board games"", ""Carbon monoxide alarm"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""BBQ grill"", ""Heating"", ""Crib""]",$300.00,2,30,2,2,30,30,2.0,30.0,,t,22,48,78,168,2024-11-29,15,15,0,2024-06-13,2024-10-07,5.0,4.87,4.93,5.0,4.93,4.8,4.87,,f,1,1,0,0,2.65
3344,1101961908046910085,https://www.airbnb.com/rooms/1101961908046910085,20241129161612,2024-11-29,city scrape,Home on the Hill,"Welcome to our newly built home, centrally located and a 3 minute drive or 10 minute walk into Ganges.<br /><br />Bright, modern and spacious, there is lots of room to spread out and relax after exploring the island.",,https://a0.muscache.com/pictures/miso/Hosting-1101961908046910085/original/3b956d03-fa7f-4f98-8cea-f1a1db33cf49.jpeg,207114988,https://www.airbnb.com/users/show/207114988,Graham,2018-08-03,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/db9ce0ba-64c2-4877-a2b0-5be9347bbf31.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db9ce0ba-64c2-4877-a2b0-5be9347bbf31.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Salt Spring Island,Salt Spring Island,48.84382,-123.49897,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Conditioner"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Free dryer \u2013 In building"", ""Coffee"", ""Dishwasher"", ""Refrigerator"", ""Dining table"", ""Shower gel"", ""Free parking on premises"", ""Smoke alarm"", ""TV with Amazon Prime Video, Netflix"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Electric stove"", ""Single oven"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Hot water kettle"", ""Dishes and silverware"", ""Coffee maker: french press, Nespresso"", ""Lockbox"", ""Wifi"", ""Radiant heating"", ""Washer"", ""Toaster"", ""Hangers""]",$325.00,2,21,2,2,21,21,2.0,21.0,,t,0,0,0,4,2024-11-29,37,37,0,2024-03-09,2024-10-14,4.97,4.97,4.78,4.95,4.95,4.89,4.86,,f,1,1,0,0,4.17
3347,1103852647035923824,https://www.airbnb.com/rooms/1103852647035923824,20241129161612,2024-11-29,city scrape,Suite w Extra Room. Complimentary drinks/gift card,"Welcome to your stylish home away from home! Our cozy 1-bedroom suite is fully equipped for a comfortable stay for up to 4 guests.<br /><br />For groups of more than 4 adults, our OPTIONAL extra room ensures the entire suite can sleep up to 8 guests! <br /><br />Complimentary package <br />Free coffee, tea, sparkling fruit juice, bottled water, snacks, and candies. <br /><br />Additionally get our free $25 Tim Horton's gift card with 2 consecutive nights stay or $50 gift card with 5  consecutive nights stay.<br /><br />Welcome ....",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEwMzg1MjY0NzAzNTkyMzgyNA%3D%3D/original/de83ccf8-e080-4aa9-8650-43a3e7a4e2a3.jpeg,565037953,https://www.airbnb.com/users/show/565037953,Busola,2024-03-02,,,within an hour,100%,99%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,f,,Langford,Langford,48.4624992,-123.4846774,Entire guest suite,Entire home/apt,8,1.0,1 bath,2.0,2.0,"[""Conditioner"", ""Bed linens"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Single level home"", ""Coffee"", ""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Stainless steel single oven"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""TV"", ""Ping pong table"", ""Essentials"", ""Body soap"", ""Trash compactor"", ""Hair dryer"", ""Electric stove"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Clothing storage: closet"", ""Microwave"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Washer"", ""Hangers""]",$167.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,27,57,87,303,2024-11-29,43,43,3,2024-03-31,2024-11-24,4.93,4.91,4.86,4.93,4.91,4.6,4.81,,f,1,1,0,0,5.29
3349,1104077623255120776,https://www.airbnb.com/rooms/1104077623255120776,20241129161612,2024-11-30,previous scrape,Charming Oak Bay Home,"Less than 5 min walk to the ocean, the home has everything you need for a comfortable summer stay.<br /><br />Safe, quiet neighbourhood, walking distance to restaurants, cafés, public tennis courts, Oak Bay Marina, and Oak Bay Beach Hotel.<br /><br />I was previously a Superhost on airbnb, and this is the first time I'm hosting again since starting my family a few years ago.<br /><br />Please get in touch as we’ll be more than happy to answer your questions and accommodate you as best we can for a beautiful stay in Oak Bay.",,https://a0.muscache.com/pictures/hosting/Hosting-1104077623255120776/original/20c4adb9-d850-429e-a59e-db96d7be820f.jpeg,22407963,https://www.airbnb.com/users/show/22407963,Rob,2014-10-11,"Victoria, Canada","I am married with 2 young children.

I own my own online business in the mental health space. 

I was a super host on Airbnb from 2013-2019 and had an excellent experience.

My wife and I have lived across Canada, and now we live in Vancouver Island in the most south western part of the country—steps from the Ocean.

Traveling is a passion of ours. With a young family we hope to continue traveling for the benefit of our children especially.",,,100%,f,https://a0.muscache.com/im/pictures/user/dfdaf75c-7b76-4e43-b289-694c65072ddf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dfdaf75c-7b76-4e43-b289-694c65072ddf.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,,Oak Bay,Oak Bay,48.41999,-123.30328,Entire home,Entire home/apt,6,,2 baths,4.0,,"[""Babysitter recommendations"", ""Bed linens"", ""Drying rack for clothing"", ""Blender"", ""Outlet covers"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Wine glasses"", ""Fire extinguisher"", ""Dr Bronners body soap"", ""Pets allowed"", ""Coffee"", ""Dishwasher"", ""Kayak"", ""Dedicated workspace"", ""Dining table"", ""Gym"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Shared beach access"", ""Maytag refrigerator"", ""Portable fans"", ""Smoke alarm"", ""Free parking on premises"", ""Bathtub"", ""Coffee maker: espresso machine, french press"", ""Barbecue utensils"", ""Exercise equipment: stationary bike"", ""Electric stove"", ""Free street parking"", ""Cleaning products"", ""Changing table - available upon request"", ""Children\u2019s dinnerware"", ""Baby monitor - available upon request"", ""Children's playroom"", ""First aid kit"", ""Baking sheet"", ""Housekeeping - available at extra cost"", ""Extra pillows and blankets"", ""Cooking basics"", ""Freezer"", ""Salt Spring Soap Works shampoo"", ""Kitchen"", ""Outdoor furniture"", ""Ethernet connection"", ""Self check-in"", ""High chair - available upon request"", ""Free washer \u2013 In unit"", ""55 inch HDTV with Amazon Prime Video, Netflix"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Bikes"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Microwave"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Outdoor playground"", ""Oven"", ""Private entrance"", ""Radiant heating"", ""Lockbox"", ""Fast wifi \u2013 255 Mbps"", ""Crib - always at the listing"", ""Children\u2019s bikes"", ""BBQ grill"", ""Toaster""]",,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,3,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
3351,1104712040007896689,https://www.airbnb.com/rooms/1104712040007896689,20241129161612,2024-11-30,previous scrape,Family retreat with movie room,"Welcome to your family haven! Steps from Colwood Creek park, Belmont Market & Westshore Mall. Enjoy staying at the large home as the sun fills the house. Or spend time in the private backyard lounging under the gazebo.<br /><br />Rainy day or just want to relax? Enjoy family fun in the theatre room or play ping pong in the Garage. Outside, a fenced yard hosts a hot tub for ultimate relaxation. With heating/AC, this cozy escape is where memories unfold. Your family's perfect getaway begins here!","- Steps away from park with playground and walking trail<br />- Very close to Belmont market where there is a grocery store, restaurants and shops<br />- Very close to Westshore Mall and Cineplex<br />- Quiet area and street",https://a0.muscache.com/pictures/miso/Hosting-1104712040007896689/original/a5ae6d37-589e-4e58-9170-2d59618704c8.jpeg,11710479,https://www.airbnb.com/users/show/11710479,John,2014-01-27,"Victoria, Canada","Hi!  My name is John and I lovveee traveling but I also love being home with my family in beautiful Victoria BC.  I have travelled to many places throughout the world and have always had such a great experience staying at Airbnb homes.  I love exploring the outdoors, going on hikes, spending time by the water and eating out at unique restaurants.",,,,f,https://a0.muscache.com/im/pictures/user/77ba1fd1-161e-4f8c-a495-d1a6336abf12.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/77ba1fd1-161e-4f8c-a495-d1a6336abf12.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Colwood,Colwood,48.43591,-123.51155,Entire home,Entire home/apt,6,,3 baths,4.0,,"[""Air conditioning"", ""Hot tub"", ""Garden view"", ""Smoke alarm"", ""Free parking on premises"", ""Outdoor dining area"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Washer"", ""Kitchen"", ""BBQ grill"", ""First aid kit""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
3352,1105031733103695074,https://www.airbnb.com/rooms/1105031733103695074,20241129161612,2024-11-29,city scrape,Beautiful View,Relax with the whole family or friends at this peaceful place to stay.,"My neighbourhood is beautiful and full of wonderful and friendly people.  Its close enough to downtown Victoria for sight seeing and night life.  But far enough enough away for a quiet nights sleep.<br />There is a coffee shop, grocery store, liquor store, gas station, and restaurants within a 2 min drive of my place.<br />The bus stop is 100m away and the bus ride to downtown is 20 min.  A cab ride is 10-15 min to downtown. The walk to downtown is about 45-60min.",https://a0.muscache.com/pictures/0b8d96c8-6ede-42f0-9d00-f88dde15c055.jpg,123962848,https://www.airbnb.com/users/show/123962848,Shelley,2017-04-02,"Victoria, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/00a9f258-aa2e-4c74-bef6-2c993e54740d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/00a9f258-aa2e-4c74-bef6-2c993e54740d.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Esquimalt,Esquimalt,48.4429714,-123.420083,Entire guest suite,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Bed linens"", ""Central heating"", ""Hot water"", ""Wine glasses"", ""Laundromat nearby"", ""Pets allowed"", ""Dishwasher"", ""Private patio or balcony"", ""Dining table"", ""Shower gel"", ""Exterior security cameras on property"", ""Hammock"", ""Free parking on premises"", ""Smoke alarm"", ""Gas single oven"", ""TV"", ""Essentials"", ""Body soap"", ""Golf course view"", ""Hair dryer"", ""Cleaning products"", ""Indoor fireplace"", ""Children\u2019s dinnerware"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Lg refrigerator"", ""Gas stove"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Board games"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Wifi"", ""Toaster"", ""Fire pit"", ""BBQ grill"", ""Coffee maker: drip coffee maker, espresso machine"", ""Hangers""]",$298.00,2,21,2,2,1125,1125,2.0,1125.0,,t,0,0,0,92,2024-11-29,30,30,0,2024-03-31,2024-10-27,4.93,4.97,4.87,4.97,4.97,4.87,4.83,,f,1,1,0,0,3.69
