,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
23,463027,https://www.airbnb.com/rooms/463027,20241129161612,2024-11-29,city scrape,Oceanside Suite in James Bay #3,"-Studio suite with queen bed, located on the lower level, all windows above ground.<br />-Off street parking for a fee of 50.00/month or 5.00/day<br />-Pets Welcome with a Pet Fee - 75.00 per pet or 50.00/month per pet for long term<br />-Several bus routes at the corner<br />-High speed internet<br />-Plasma TV with digital cable<br />-Minutes to Downtown, James Bay, Cook St. Village <br />-Shopping just the street, Thriftys or Red Barn in the James Bay center<br />-On site laundry-2.00/load - loonies only<br />-Exit Clean - 100.00",,https://a0.muscache.com/pictures/5431607/1ca1638d_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,,James Bay,Victoria,48.41235,-123.37658,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Bed linens"", ""Hot water"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""Heating""]",$76.00,90,1124,90,90,1124,1124,90.0,1124.0,,t,2,5,5,278,2024-11-29,27,2,0,2012-07-13,2024-08-31,4.65,4.56,4.7,4.7,4.7,4.93,4.59,,f,17,17,0,0,0.18
26,515418,https://www.airbnb.com/rooms/515418,20241129161612,2024-11-29,city scrape,High-End 2-Bedroom Suite,"-2 Bedroom suite with queen beds and a double pull out sofa bed on main floor<br />-Off street parking for a fee of 65.00/month <br />-Pets Welcome  95.00 per pet <br /> for stays longer than one month 50.00/month per pet-max 2<br />-Several bus routes at the corner<br />-Minutes to Downtown, Oak Bay Village, Cook St. Village & Fernwood Village<br />-Convenience store/Grocery store close by<br />-On site laundry-2.00/load - loonies only<br />-Exit Clean - 125.00- stays 2 mon+ 200.00",,https://a0.muscache.com/pictures/6190942/32184628_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,,Rockland,Victoria,48.42474,-123.33922,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Hot water"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Coffee maker"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""Heating""]",$106.00,90,1124,90,90,1124,1124,90.0,1124.0,,t,30,60,90,365,2024-11-29,11,0,0,2012-07-05,2023-03-31,4.6,4.64,4.64,4.73,4.73,4.82,4.36,,f,17,17,0,0,0.07
28,559726,https://www.airbnb.com/rooms/559726,20241129161612,2024-11-29,city scrape,High End Renovation Near Downtown #2,"-Studio suite with queen bed and double pull out sofa bed on main floor.<br />-Luxury renovation<br />-Several bus routes at the corner<br />-High speed internet<br />-Plasma HDTV with digital cable<br />-Minutes to Downtown, Oak Bay Village, Cook St. Village & Fernwood Village<br />-Shopping across the street<br />-Street parking at corner or if available off street parking for 65.00/month or 8.00/day<br />-Pets are welcome for-75.00 pet fee or 50.00/month on long term stays per pet-max 2<br />-Laundry on site -2.00/load-loonies only","Hilltop Manor is located in Rockland, the mansion district of Victoria. This convenient location is close to shopping, public transportation and several lovely neighborhoods. Here’s a list of things to do and places to go within 1km of Hilltop Manor:<br /><br />    Hilltop Manor is located in Rockland, the mansion district of Victoria. This convenient location is close to shopping, public transportation and several lovely neighborhoods. Here’s a list of things to do and places to go within 1km of Hilltop Manor:<br /><br />    STADACONA CENTRE:<br /><br />    A convenient strip mall located right across the street from Hilltop Manor. Here's a list of businesses at Stadacona Centre:<br /><br />    -Shine Café: Enjoy breakfast or lunch at this local favorite.<br />    -Subway: You don’t have to go far to get your favorite sub!<br />    -Tartan Toque: Victoria’s first true wing house offering 20 types of wings.<br />    -Cosmo’s Pizza: Pizza, wings, subs and pasta. Pickup and delivery only",https://a0.muscache.com/pictures/6870629/c21aff84_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,Fernwood,Victoria,48.42568,-123.33997,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Bed linens"", ""Hot water"", ""Pets allowed"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$76.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,27,302,2024-11-29,23,1,0,2012-08-17,2023-11-30,4.64,4.78,4.87,4.74,4.61,4.52,4.26,,f,17,17,0,0,0.15
30,660733,https://www.airbnb.com/rooms/660733,20241129161612,2024-11-29,city scrape,Large Renovated 2 Bedroom Suite  Near Downtown #4,"- Large 2 Bedroom suite renovated Dec 2018<br />-Main floor renovation in 2012<br />-Off street parking for 65.00/month or 8.00/day<br />-Several bus routes at the corner<br />-High speed internet<br />-Plasma HDTV with digital cable<br />-Minutes to Downtown, Oak Bay Village, Cook St. Village & Fernwood Village<br />-Shopping across the street<br />-Pets welcome with a 50.00/month for multi-months pet fee/per pet or 95.00/per stay if  only 1 month","Hilltop Manor is located in Rockland, the mansion district of Victoria. This convenient location is close to shopping, public transportation and several lovely neighborhoods. Here’s a list of things to do and places to go within 1km of Hilltop Manor:<br />        STADACONA CENTRE:<br /><br />    A convenient strip mall located right across the street from Hilltop Manor. Here's a list of businesses at Stadacona Centre:<br /><br />    -Shine Café: Enjoy breakfast or lunch at this local favorite.<br />    -Subway: You don’t have to go far to get your favorite sub!<br />    -Tartan Toque: Victoria’s first true wing house offering 20 types of wings.<br />    -Cosmo’s Pizza: Pizza, wings, subs and pasta. Pickup and delivery only. I’m a regular!<br />    -Stadacona Food Market: Small local grocery store.<br />    -Origin Bakery: Providing quality, fresh, gluten-free products.<br /><br />    FERNWOOD VILLAGE:<br /><br />    A vibrant community just 1km from Hilltop Manor. A 4 minute drive or 1",https://a0.muscache.com/pictures/8640314/ef77d026_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,Fernwood,Victoria,48.42634,-123.33957,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Hot water"", ""Stove"", ""Pets allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""Heating""]",$106.00,90,1124,90,90,1124,1124,90.0,1124.0,,t,0,0,0,151,2024-11-29,20,0,0,2012-09-14,2022-09-30,4.44,4.65,4.65,4.8,4.9,4.7,4.45,,f,17,17,0,0,0.13
31,666592,https://www.airbnb.com/rooms/666592,20241129161612,2024-11-29,city scrape,Renovated Studio Across From Ocean #6,"-Large studio suite with Murphy Bed and double pull out sofa bed<br />-Off street parking for a fee of 50.00/month or 5.00/day<br />-Pets Welcome with a Pet Fee - 75.00 per pet or 50.00/month per pet for long term<br />-Several bus routes near by<br />-High speed internet and Plasma TV with digital cable<br />-Minutes to Downtown, James Bay Village, 1/2 block from the ocean<br />-Grocery shopping in James Bay center at  Thriftys or Red Barn<br />-Lower level suite with private entrance<br />-On site laundry-2.00/load - loonies only",,https://a0.muscache.com/pictures/8748234/9a02e318_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,,James Bay,Victoria,48.41245,-123.3773,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Bed linens"", ""Hot water"", ""Stove"", ""Pets allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$86.00,90,365,90,90,365,365,90.0,365.0,,t,0,0,0,182,2024-11-29,13,0,0,2014-10-17,2022-06-01,4.85,4.62,4.92,4.54,4.77,4.77,4.67,,f,17,17,0,0,0.11
33,687407,https://www.airbnb.com/rooms/687407,20241129161612,2024-11-29,city scrape,Pender Island Oceanfront Cottage #2,,,https://a0.muscache.com/pictures/9176205/c427ea82_original.jpg,3500087,https://www.airbnb.com/users/show/3500087,Gurpaul Singh,2012-09-07,"Burnaby, Canada",Luv to travel. Luv waterfront properties. Married with three adult kids.,within an hour,100%,58%,f,https://a0.muscache.com/im/users/3500087/profile_pic/1347120851/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3500087/profile_pic/1347120851/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Southern Gulf Islands,Southern Gulf Islands,48.79815,-123.31079,Entire cabin,Entire home/apt,6,1.0,1 bath,1.0,1.0,"[""Ocean view"", ""Dryer"", ""Free parking on premises"", ""TV with standard cable"", ""Hot water"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Pool"", ""Wifi"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Indoor fireplace""]",$125.00,2,7,2,2,7,7,2.0,7.0,,t,3,10,13,26,2024-11-29,51,1,0,2013-08-10,2024-04-08,4.84,4.94,4.9,4.96,4.88,4.98,4.84,,f,1,1,0,0,0.37
41,939467,https://www.airbnb.com/rooms/939467,20241129161612,2024-11-29,city scrape,Eagles Nest Oceanfront Galiano West Coast Home,"Feel at home in an exquisite artist home. There are rooms for everybody to enjoy the generosity of  nature by which we are surrounded.  Explore our many trails and find many spots of great beauty, use the herb garden by the kitchen to  prepare great meals or simply relax...","We are at the foot hill of Mount Galiano for a wonderful hike and 10 min. on foot to Active pass beach or the Bluff & Bellhouse park.<br /> The Pub, The Wild One , Daystore or Corner Store grocery/wine store  market are 5 min. by car. Montague Park  is an 8 minutes drive  and the Pilgrim Restaurant is at 7 minutes, Robin and Crane is at 8 minutes .  At the ferry terminal you will find Babes in the Woods, and the Galiano Inn at 12-15 minutes .<br />  Our location is  close to all amenities.<br /> Our little paradise is secluded and very private.",https://a0.muscache.com/pictures/9e282d92-dca6-40d3-a056-413647a5f732.jpg,997424,https://www.airbnb.com/users/show/997424,Line Marie,2011-08-20,"British Columbia, Canada","Hi, 

My name is Line Marie and I live on Galiano Island, BC.  Bernard and I have been living on Galiano for an average of 30 years and we can't find anywhere like it on earth.  We love sailing, hiking,camping , gardening and exploring.  
I am a mosaic artist and always looking for like minded people.

I have been in the accommodation business  for the last 30 years.   We enjoy people .   

We live in a very serene environment on one of the most scenic property in the Gulf Islands. We have built the house and we would like to host like minded people.  We are asking guests to view, Cowspiracy (it's free on Netflix) before booking with us.


Line Marie and family ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ffaebcd9-09da-4e04-a50e-f151fdd8aec6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ffaebcd9-09da-4e04-a50e-f151fdd8aec6.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,Neighborhood highlights,Southern Gulf Islands,Southern Gulf Islands,48.86675,-123.35109,Entire home,Entire home/apt,8,1.5,1.5 baths,5.0,8.0,"[""Conditioner"", ""Ocean view"", ""Bed linens"", ""Park view"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Single level home"", ""Sea view"", ""Private patio or balcony"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Private hot tub"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Luggage dropoff allowed"", ""Essentials"", ""Body soap"", ""High chair"", ""Hair dryer"", ""Cleaning products"", ""First aid kit"", ""Extra pillows and blankets"", ""Coffee maker"", ""Host greets you"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Outdoor furniture"", ""Mountain view"", ""Heating"", ""Private backyard \u2013 Not fully fenced"", ""Shampoo"", ""Waterfront"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Wifi"", ""Washer"", ""BBQ grill"", ""Hangers""]",$957.00,4,28,4,4,1125,1125,4.0,1125.0,,t,30,60,90,90,2024-11-29,44,2,0,2013-04-23,2024-08-14,4.79,4.77,4.52,4.8,4.91,4.89,4.68,,t,2,2,0,0,0.31
43,973849,https://www.airbnb.com/rooms/973849,20241129161612,2024-11-29,city scrape,Renovated Suite in Rockland Area #7,"-1 Bedroom suite with queen bed and a double pull out sofa bed on 2nd floor<br />-Off street parking for a fee of 65.00/month or 8.00/day<br />-Pets Welcome with a Pet Fee - 75.00 per pet or 50.00/month per pet for long term<br />-Several bus routes at the corner<br />-High speed internet<br />-Plasma TV with digital cable<br />-Minutes to Downtown, Oak Bay Village, Cook St. Village & Fernwood Village<br />-Shopping across the street, Save On grocery on Fort St<br />-On site laundry-2.00/load - loonies only","Hilltop Manor is located in Rockland, the mansion district of Victoria. This convenient location is close to shopping, public transportation and several lovely neighborhoods. Here’s a list of things to do and places to go within 1km of Hilltop Manor:<br /><br />Hilltop Manor is located in Rockland, the mansion district of Victoria. This convenient location is close to shopping, public transportation and several lovely neighborhoods. Here’s a list of things to do and places to go within 1km of Hilltop Manor:<br /><br />STADACONA CENTRE:<br /><br />A convenient strip mall located right across the street from Hilltop Manor. Here's a list of businesses at Stadacona Centre:<br /><br />-Shine Café: Enjoy breakfast or lunch at this local favorite.<br />-Subway: You don’t have to go far to get your favorite sub!<br />-Tartan Toque: Victoria’s first true wing house offering 20 types of wings.<br />-Cosmo’s Pizza: Pizza, wings, subs and pasta. Pickup and delivery only. I’m a regular!<br />-Stada",https://a0.muscache.com/pictures/14557948/be491126_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,Rockland,Victoria,48.42413,-123.34064,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Hot water"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Indoor fireplace"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""Heating""]",$76.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,28,31,31,183,2024-11-29,10,0,0,2014-08-16,2022-12-12,4.7,4.7,4.1,4.8,4.8,4.8,4.5,,f,17,17,0,0,0.08
44,978771,https://www.airbnb.com/rooms/978771,20241129161612,2024-11-29,city scrape,Character Suite In Victorian Home 2,REDUCED rate for longer stays!<br /><br />Watch the horse-carriages go by from our Victorian character home. Cute  room with its own private 4pc ensuite bath. WELCOME!,,https://a0.muscache.com/pictures/98580512/5a1de292_original.jpg,1216332,https://www.airbnb.com/users/show/1216332,Ann,2011-09-27,"Victoria, Canada",Mom and son enjoy living / hosting in beautiful Victoria!,within a few hours,100%,87%,f,https://a0.muscache.com/im/pictures/user/User-1216332/original/5e46656b-418a-4879-ae52-dbf4cb4f9c50.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1216332/original/5e46656b-418a-4879-ae52-dbf4cb4f9c50.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,James Bay,Victoria,48.41419,-123.36947,Private room in bed and breakfast,Private room,1,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Portable fans"", ""TV with standard cable"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Bathtub"", ""Hot water"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Private entrance"", ""Essentials"", ""Body soap"", ""Wifi"", ""Free street parking"", ""Hangers""]",$79.00,2,30,3,3,30,30,3.0,30.0,,t,17,47,77,352,2024-11-29,218,1,0,2013-05-20,2023-12-04,4.67,4.76,4.85,4.9,4.82,4.89,4.72,38332,f,3,0,3,0,1.55
47,1038822,https://www.airbnb.com/rooms/1038822,20241129161612,2024-11-29,city scrape,Dallas Rd & Menzies James Bay Suite #1,"-Large studio suite with Murphy Bed and double pull out sofa bed<br />-Off street parking stall for 50.00/month or 5.00/day<br />-Free street parking<br />-Pets Welcome with a Pet Fee - 75.00 per pet or 50.00/month per pet for long term<br />-Several bus routes near by<br />-High speed internet and Plasma TV with digital cable<br />-Minutes to Downtown, James Bay Village, 1/2 block from the ocean<br />-Grocery shopping in James Bay center at  Thriftys or Red Barn<br />-Lower level suite with private entrance<br />-On site laundry",,https://a0.muscache.com/pictures/15616206/e05f58e4_original.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,,James Bay,Victoria,48.41307,-123.37635,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Bed linens"", ""Hot water"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""Heating""]",$86.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,27,302,2024-11-29,27,0,0,2013-07-08,2023-11-01,4.35,4.62,4.58,4.73,4.69,4.88,4.31,,f,17,17,0,0,0.19
108,2839203,https://www.airbnb.com/rooms/2839203,20241129161612,2024-11-29,city scrape,Studio Near Fernwood Village,-Double  Bed<br />-Double Pull Out Sofa Bed<br />-Renovated Bathroom<br />-In-Suite Laundry<br />-Full Kitchen <br />-Pets Welcome with a pet fee of 75.00 or 50.00/2+months<br />-Off Street Parking for 65.00/month,"This rental is located just a few blocks from Fernwood Village, Downtown and shopping.",https://a0.muscache.com/pictures/46234d65-dc59-493f-8712-385690fe03a4.jpg,2001974,https://www.airbnb.com/users/show/2001974,Martin,2012-03-25,"Victoria, Canada","***I manage many Vacation Rentals in Victoria BC with ""Victoria Stays"" - Check out my other listings or Contact Me for more info***.

I moved to Victoria in 2008 from Montreal with my wife Alicia and my french bulldog Winston. When I'm not working, I enjoy spending time with my family, traveling and relaxing at home. 

Victoria Stays
65-1204 Yates Street
Victoria, BC V8V 4V1",within an hour,100%,93%,f,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001974/profile_pic/1391888221/original.jpg?aki_policy=profile_x_medium,Rockland,24,26,"['email', 'phone']",t,t,Neighborhood highlights,Fernwood,Victoria,48.42468,-123.34637,Entire townhouse,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Patio or balcony"", ""Bed linens"", ""Hot water"", ""Stove"", ""Pets allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Shampoo"", ""Backyard"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$66.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,60,2024-11-29,16,3,0,2014-08-11,2024-10-01,4.13,4.5,4.38,4.94,4.63,4.38,3.69,,f,17,17,0,0,0.13
348,13276119,https://www.airbnb.com/rooms/13276119,20241129161612,2024-11-29,city scrape,Character Suite In Victorian Home w/ Private bath,If your preferred dates are not available  Please Check our Second Suite <br />CHARACTER Suite  INN Victoria...<br /><br />Watch the horse-carriages go by from the veranda of our Victorian character home in James Bay. <br /><br />Small suite with large  PRIVATE  4-piece en suite bath w/ claw foot tub and shower. Large bright private balcony. ,.,https://a0.muscache.com/pictures/8dde5f37-1a67-44ed-a4d3-5d6293c7abd7.jpg,1216332,https://www.airbnb.com/users/show/1216332,Ann,2011-09-27,"Victoria, Canada",Mom and son enjoy living / hosting in beautiful Victoria!,within a few hours,100%,87%,f,https://a0.muscache.com/im/pictures/user/User-1216332/original/5e46656b-418a-4879-ae52-dbf4cb4f9c50.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1216332/original/5e46656b-418a-4879-ae52-dbf4cb4f9c50.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,Neighborhood highlights,James Bay,Victoria,48.41266,-123.37181,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Patio or balcony"", ""Bed linens"", ""Ceiling fan"", ""Wine glasses"", ""Hot water"", ""Fire extinguisher"", ""Coffee"", ""Refrigerator"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Luggage dropoff allowed"", ""TV"", ""Essentials"", ""Body soap"", ""Portable heater"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Coffee maker"", ""Host greets you"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Wifi"", ""Hangers""]",$109.00,2,30,3,3,30,30,3.0,30.0,,t,29,59,88,351,2024-11-29,110,10,0,2016-06-13,2024-10-15,4.75,4.84,4.84,4.88,4.82,4.97,4.8,38332,f,3,0,3,0,1.07
