,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
755,25198675,https://www.airbnb.com/rooms/25198675,20241129161612,2024-11-30,previous scrape,Cozy Trailside Retreat,"Bright 2 bedroom home with a fully-stocked kitchen. Just 10 minutes from downtown Victoria & a bus stop steps away. A paved trail is behind the house for cycling to town or the many parks close by. We are central to city, parks & trails. Explore the beauty & history of the community,  then relax & enjoy the back deck & yard. The property mgr lives next door to answer questions. This is a dog friendly home so just let us know if you will be bringing your pet.  (Allergies exclude other pets)",Features close by<br />- Gorge Vale Golf Club<br />- Saxe Point Park<br />- Macaulay Point Park (leash free)<br />- E&R Rail Trail runs right behind the property,https://a0.muscache.com/pictures/5e59be7e-5750-47b8-9b84-f00ae6f7407b.jpg,52971405,https://www.airbnb.com/users/show/52971405,Barb,2016-01-01,"Victoria, Canada","Love travelling and sharing my home with other like-minded folks.  I enjoy seeing beautiful sites and experiencing quaint neighbourhoods.  Meeting new people makes me happy!
 Hope to visit you soon and maybe you can visit my home too!",,,100%,t,https://a0.muscache.com/im/pictures/user/ca2dbf17-df89-4d2a-910f-7ae17b08e09f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca2dbf17-df89-4d2a-910f-7ae17b08e09f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Esquimalt,Esquimalt,48.43648,-123.41575,Entire home,Entire home/apt,4,,1 bath,2.0,,"[""Hot water"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Private patio or balcony"", ""Refrigerator"", ""Dryer"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-11-30,185,20,0,2018-06-03,2024-07-27,4.95,4.98,4.98,4.98,4.98,4.86,4.88,,t,1,1,0,0,2.34
760,25269720,https://www.airbnb.com/rooms/25269720,20241129161612,2024-11-29,city scrape,Comfortable room A,"My house is very perfect. It was less than 20mins drive to downtown, the Washington State Ferries terminal, the airport, and Butchart Gardens. The place was in a really nice neighbourhood with street parking, and the place is huge! It’s in an above ground basement with plenty of windows, light, and air flow, as well as a strong wifi connection.<br />房子可以长租，价格私信联系","The location of my house is very good.25 minutes from my house to the pier, 20 minutes to Butchard Gardens and 15 minutes to downtown.Beautiful and quiet neighborhood.",https://a0.muscache.com/pictures/e7419a98-9d29-491a-bf7a-bdd373540b23.jpg,140392815,https://www.airbnb.com/users/show/140392815,Raina,2017-07-14,"Victoria, Canada","I am a warm and hospitable landlord. I like to make friends all over the world. I personally like drinking tea, calligraphy and traveling. We welcome you to our home.
我是一个热情好客的房主,喜欢结识五湖四海的朋友,我个人很喜欢饮茶,书法,旅游｡我们欢迎各位光临我们家｡",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_x_medium,,9,9,"['email', 'phone']",t,t,Neighborhood highlights,Saanich,Saanich,48.48595,-123.37242,Private room in villa,Private room,2,1.0,1 shared bath,1.0,4.0,"[""Bed linens"", ""Children\u2019s books and toys"", ""Hot water"", ""Fire extinguisher"", ""Free dryer \u2013 In building"", ""Stove"", ""Single level home"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Free parking on premises"", ""TV with standard cable"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""Private living room"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Ethernet connection"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Bread maker"", ""Oven"", ""Wifi"", ""Private entrance"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$68.00,1,360,1,1,1125,1125,1.0,1125.0,,t,29,59,89,89,2024-11-29,37,15,0,2018-06-22,2024-10-26,4.92,4.95,4.92,4.95,4.92,4.78,4.78,,t,6,1,5,0,0.47
763,25327952,https://www.airbnb.com/rooms/25327952,20241129161612,2024-11-29,city scrape,lovely room B,"My house is very perfect. It was less than 20mins drive to downtown, the Washington State Ferries terminal, the airport, and Butchart Gardens. The place was in a really nice neighbourhood with street parking, and the place is huge! It’s in an above ground basement with plenty of windows, light, and air flow, as well as a strong wifi connection. There is a free tennis court near my home.",,https://a0.muscache.com/pictures/1446efe7-716b-42d9-bc15-736b1fae7b77.jpg,140392815,https://www.airbnb.com/users/show/140392815,Raina,2017-07-14,"Victoria, Canada","I am a warm and hospitable landlord. I like to make friends all over the world. I personally like drinking tea, calligraphy and traveling. We welcome you to our home.
我是一个热情好客的房主,喜欢结识五湖四海的朋友,我个人很喜欢饮茶,书法,旅游｡我们欢迎各位光临我们家｡",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_x_medium,,9,9,"['email', 'phone']",t,t,,Saanich,Saanich,48.48588,-123.37559,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Children\u2019s books and toys"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Single level home"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Exterior security cameras on property"", ""Free parking on premises"", ""TV with standard cable"", ""Smoke alarm"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Essentials"", ""Private living room"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Lock on bedroom door"", ""Coffee maker"", ""Smart lock"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Ethernet connection"", ""Self check-in"", ""Shampoo"", ""Backyard"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$59.00,1,730,1,1,730,730,1.0,730.0,,t,0,8,38,128,2024-11-29,44,14,0,2018-05-27,2024-10-20,4.73,4.8,4.8,4.75,4.84,4.66,4.52,,t,6,1,5,0,0.55
764,25374809,https://www.airbnb.com/rooms/25374809,20241129161612,2024-11-29,city scrape,quite roomD,"My house is very perfect. It was less than 20mins drive to downtown, the Washington State Ferries terminal, the airport, and Butchart Gardens. The place was in a really nice neighbourhood with street parking, and the place is huge! It’s in an above ground basement with plenty of windows, light, and air flow, as well as a strong wifi connection.there is a free  tennis court near my house.",,https://a0.muscache.com/pictures/81ddf1e6-d007-44b2-8f37-1af67673e726.jpg,140392815,https://www.airbnb.com/users/show/140392815,Raina,2017-07-14,"Victoria, Canada","I am a warm and hospitable landlord. I like to make friends all over the world. I personally like drinking tea, calligraphy and traveling. We welcome you to our home.
我是一个热情好客的房主,喜欢结识五湖四海的朋友,我个人很喜欢饮茶,书法,旅游｡我们欢迎各位光临我们家｡",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/2e100736-94b9-477a-8e39-c58bf823b247.jpeg?aki_policy=profile_x_medium,,9,9,"['email', 'phone']",t,t,,Saanich,Saanich,48.48558,-123.37727,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Patio or balcony"", ""Bed linens"", ""Children\u2019s books and toys"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Single level home"", ""Dedicated workspace"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Exterior security cameras on property"", ""Free parking on premises"", ""TV with standard cable"", ""Smoke alarm"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Essentials"", ""Private living room"", ""Hair dryer"", ""Free street parking"", ""Baking sheet"", ""Lock on bedroom door"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Ethernet connection"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Bread maker"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$55.00,1,730,1,1,730,730,1.0,730.0,,t,1,28,58,58,2024-11-29,31,11,2,2018-06-11,2024-11-27,4.9,4.9,4.9,4.9,4.9,4.71,4.84,,t,6,1,5,0,0.39
765,25376204,https://www.airbnb.com/rooms/25376204,20241129161612,2024-11-29,city scrape,#29 Hillside Ave,"Mix and Match, it’s your choice!<br /><br />Whether you are planning a wedding, family reunion, bachelorette party or just looking for a singular place which is close to everything Victoria has to offer; this property situated on Hillside avenue has it all! 4 units, fully furnished; each one equipped with: kitchen, bathroom and a cozy living room. Two of the units offers you two bedrooms, while the other two offer you one.",,https://a0.muscache.com/pictures/073629fa-7a72-4bcd-82d3-40ad392f44e7.jpg,3827344,https://www.airbnb.com/users/show/3827344,Jose,2012-10-10,Canada,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cae9ab10-a7a6-4460-8874-39e0ecb7426f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cae9ab10-a7a6-4460-8874-39e0ecb7426f.jpg?aki_policy=profile_x_medium,Oaklands,7,8,"['email', 'phone', 'work_email']",t,t,,Oaklands,Victoria,48.44083,-123.34277,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Children\u2019s books and toys"", ""Hot water"", ""Fire extinguisher"", ""Pets allowed"", ""Long term stays allowed"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""TV"", ""Essentials"", ""High chair"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Smart lock"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating"", ""Crib""]",$200.00,91,999,30,30,1125,1125,30.0,1125.0,,t,0,0,0,216,2024-11-29,0,0,0,,,,,,,,,,,t,7,7,0,0,
766,25376877,https://www.airbnb.com/rooms/25376877,20241129161612,2024-11-29,city scrape,#33 Gladstone,"Welcome to the beautiful Victoria, BC!<br /><br />Greeting you upon your arrival will be a fully equipped upper suite with three cozy bedrooms, a large living room for relaxing, a bright kitchen for cooking and a delightful back yard and patio, set-up with a BBQ for your tasty meals, but that is not all folks!<br /><br />You also find yourself in walking distance of the most thrilling amenities Fernwood offers, such as: the Belfry Theatre, The Fernwood Inn, The Cornerstone Cafe, and the She Said Gallery.","This two bedroom suite in the heart of Victoria has, a full kitchen, living room, laundry facilities. A large backyard with BBQ and patio set is ideal for warm summer nights. Off street parking and a private entrance are included for your convenience.<br /><br />You also find yourself in walking distance of the most thrilling amenities Fernwood offers, such as: the Belfry Theatre, The Fernwood Inn, The Cornerstone Cafe, and the She Said Gallery.<br /><br />This dynamic urban village also boasts: the Ça Va Bistro Moderne as well as the Stage Wine Bar, which has been identified by ENROUTE Magazine as one of the top 10 new restaurants in Canada.<br /><br />Other services available in your area include: Studio 1313 Hair Salon, The Yoga Den, Soma Active Health, Gothic A.E. Piercing Salon with Nail Haven, Tonic Spa-tique, Fly the Cage Tattoo Studio, Who-Dyd-Your-Hair, The Paint Box School of Art, Aubergine Specialty Foods, Freedom Kilt and the Templed Mind Studio Gallery.",https://a0.muscache.com/pictures/32efb613-b611-4c04-a6c9-a91355e5ce1a.jpg,3827344,https://www.airbnb.com/users/show/3827344,Jose,2012-10-10,Canada,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/cae9ab10-a7a6-4460-8874-39e0ecb7426f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cae9ab10-a7a6-4460-8874-39e0ecb7426f.jpg?aki_policy=profile_x_medium,Oaklands,7,8,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Fernwood,Victoria,48.43099,-123.34341,Entire guest suite,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Babysitter recommendations"", ""Bed linens"", ""Children\u2019s books and toys"", ""Hot water"", ""Baby bath"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Dishwasher"", ""Private patio or balcony"", ""Refrigerator"", ""Long term stays allowed"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""TV with standard cable"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""High chair"", ""Hair dryer"", ""Baby safety gates"", ""Free street parking"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Coffee maker"", ""Smart lock"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""Crib""]",$120.00,91,999,30,30,1125,1125,30.0,1125.0,,t,0,0,0,216,2024-11-29,1,0,0,2021-08-15,2021-08-15,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,t,7,7,0,0,0.02
770,25424511,https://www.airbnb.com/rooms/25424511,20241129161612,2024-11-29,city scrape,Central location 1 bedroom fully furnished,"Terrific central location. 15 min walk to Willows beach, Oak bay ave. Close to hospital, Camosun College and many parks.",Great central location. 15 min walk to Willows beach and the shops on Oak Bay ave.,https://a0.muscache.com/pictures/ecddfc47-1f33-411c-a793-fd86db2ce2ec.jpg,90510558,https://www.airbnb.com/users/show/90510558,Carla,2016-08-17,"Victoria, Canada",,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/a7a24247-4490-4c54-bb99-9a28b2b148c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7a24247-4490-4c54-bb99-9a28b2b148c6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Saanich,Saanich,48.43664,-123.32345,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Patio or balcony"", ""Bed linens"", ""Children\u2019s books and toys"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Dishwasher"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""High chair"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Cleaning products"", ""Coffee maker"", ""Cooking basics"", ""Kitchen"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Keypad"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Hangers"", ""Heating"", ""Crib""]",$95.00,7,1125,5,7,1125,1125,7.0,1125.0,,t,8,30,60,60,2024-11-29,102,13,1,2018-06-21,2024-11-09,4.73,4.94,4.88,4.92,4.87,4.9,4.88,,t,1,1,0,0,1.3
771,25450790,https://www.airbnb.com/rooms/25450790,20241129161612,2024-11-29,city scrape,Stroll to the beach from our Cordova Bay Suite!,"A beautiful, modern, bright main floor suite in the heart of Cordova Bay. Walking distance to everything that you might need.  Enjoy the views of our peaceful garden farm after a busy day of sightseeing from your private deck!   We are  a 3 minute walk to one of the most popular beaches in Victoria and everything else is minutes away.  Hike up a mountain, cycle the Lochside Trail..... Only 15 minutes to Downtown Victoria, 20 minutes from the ferries and 10 minutes to Butchart Gardens.","This neighbourhood has become one of the most sought after places to be in Victoria. Our house is so close to the beautiful ocean and minutes from the old growth forest of Mt. Doug and Beaver Lake. You can walk on the beautiful beach, and visit local farms and wineries!",https://a0.muscache.com/pictures/1a110084-b801-4de4-8beb-55bea2139fba.jpg,192104834,https://www.airbnb.com/users/show/192104834,Jenny & Darren,2018-05-28,"Victoria, Canada","Darren and I have travelled and lived all over the world before settling down and living in Cordova Bay, Victoria.  We love it here!  
We are both self employed and have two kids who spend most of the time at the pool.   
I work at a non-profit that teaches kids how to grow food organically.  I am living my dream:)  I have backyard chickens and am passionate about growing good, healthy food. 
Darren works in advertising and marketing.  You have certainly bought something he sold to you:)
We love meeting people from all over the world and look forward to meeting you too!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a42ead5d-0954-4b76-b375-36972910970a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a42ead5d-0954-4b76-b375-36972910970a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Saanich,Saanich,48.52406,-123.36845,Entire guest suite,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Conditioner"", ""Bed linens"", ""Drying rack for clothing"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Single level home"", ""Coffee"", ""Private patio or balcony"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Bathtub"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Electric stove"", ""TV with Netflix, standard cable"", ""Cleaning products"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Free street parking"", ""Baking sheet"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Board games"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Microwave"", ""Indoor fireplace: electric"", ""Dishes and silverware"", ""Free driveway parking on premises"", ""Private entrance"", ""Oven"", ""Wifi"", ""Lockbox"", ""Toaster"", ""Hangers""]",$105.00,2,10,1,10,1125,1125,2.2,1125.0,,t,14,35,65,112,2024-11-29,311,70,4,2018-06-23,2024-11-16,4.89,4.95,4.91,4.96,4.97,4.94,4.89,,t,1,1,0,0,3.97
783,25866252,https://www.airbnb.com/rooms/25866252,20241129161612,2024-11-29,city scrape,"Bayview Room, Bayview Cottage Vesuvius Beach",The Bayview Room at Bayview Cottage B&B. <br />This bright and fresh Queen bedroom with private entrance sleeps two people with an en-suite small private bathroom &  private deck facing the garden with small seaview. 50 Metres walk to the warmest swimming beach on the island!  Five minute walk to the ferry. You have Nespresso coffee and  a tea selection in your room plus a smart TV for Netflix.  You also have your own living room with a kitchenette shared with one other room if occupied.,"Vesuvius is a small and friendly community, with a convenient store and a lovely Fish Resteraunt within walking distance.  The beach here is famous for its beautiful sunsets and is the warmest swimming beach on the island.  The bus runs from the end of our road into town and gives you access to the rest of the island too.  Vesuvius Ferry gives access to Vancouver Island and is steps away from our neighbourhood.",https://a0.muscache.com/pictures/1af96e44-7fa2-4c77-b0c3-2d79adc0cccc.jpg,187010714,https://www.airbnb.com/users/show/187010714,Lisa,2018-04-29,"British Columbia, Canada","Hello my name is Lisa, I have lived on Salt Spring Island for over 20 years although originally from London, England. I raised my children on this beautiful island and have loved my life here. I am a creative person and also have a practice as a Holistic Beauty Therapist and offer Therapy and coaching in the Healing Arts,  here and online globally. I do Bowen Therapy, Reiki and EFT and also am known for my lovely relaxing facials too! I love my home,  I love to cook and enjoy good company.  Connecting with lovely people, travelling for beautiful experiences and enjoying my life as joyfully as possible are top of my agenda! My motto is life is short and a gift not to be wasted!!!  I look forward to meeting you and giving you the opportunity to experience this beautiful island and all it has to offer.  Truly a nourishing and healing place to be....welcome! As a side note there are two friendly cats on the property and two very sweet dogs,  for people who have allergies, its worth mentioning!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-187010714/original/3ca6a7da-cd18-4b80-8d9e-a5aafc6df191.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-187010714/original/3ca6a7da-cd18-4b80-8d9e-a5aafc6df191.jpeg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Salt Spring Island,Salt Spring Island,48.87755,-123.56902,Private room in cottage,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Clothing storage"", ""Coffee"", ""Private patio or balcony"", ""Dedicated workspace"", ""Hammock"", ""Free parking on premises"", ""Smoke alarm"", ""Bay view"", ""Essentials"", ""Mini fridge"", ""Hair dryer"", ""Free street parking"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Coffee maker"", ""Iron"", ""Outdoor furniture"", ""Self check-in"", ""Board games"", ""Shampoo"", ""Waterfront"", ""Backyard"", ""Carbon monoxide alarm"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""Hangers"", ""Heating""]",$99.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,12,37,67,67,2024-11-29,111,17,0,2018-07-16,2024-10-28,4.86,4.86,4.81,4.95,4.94,4.91,4.8,,t,2,0,2,0,1.43
787,26038336,https://www.airbnb.com/rooms/26038336,20241129161612,2024-11-29,city scrape,The Great Escape - Shirley,"‘The Great Escape - Shirley’ is secluded and surrounded by forest.  You will have your own Hot Tub.  The Coach is a 40' luxury Coach that has an electric fireplace, large slide-out, Corian counters, forced air heating & 1 Gbps WiFi.  There is a propane fire pit, BBQ outside, wood fired pit, with lots of wood.  It has a Queen ‘Sleep Number’ bed, a sofa bed and sleeps up to 4.  Has a bathroom, washer & dryer, is fully furnished & equipped.  Bring clothes, food and enjoy The Great Escape - Shirley","TGE-S is a short 14 minute drive to downtown Sooke, with many Parks, Beaches and walking paths close by.  Shirley Delicious is but a 7 minutes away.  Stoked Wood Fired Pizza is an 8 minute drive and French Beach is 9 minutes away.  If you want to surf, Jordon River is only 17  minutes away.  Everything from grocery stores, restaurants, medical centres and clinics, drug stores, and a multitude of other shops and stores, are all within close proximity in Sooke.",https://a0.muscache.com/pictures/prohost-api/Hosting-26038336/original/7c40eaef-74da-48a2-b736-346316589d6f.jpeg,157054124,https://www.airbnb.com/users/show/157054124,Jodi,2017-11-01,"Shirley, Canada","We enjoy the simple things in life....chocolate, red wine, our kids and grandkids, putzing in my garden or shop and jammie days watching NASCAR races and football together.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2abc8ef5-607d-40a6-b6ac-927caa2d289e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2abc8ef5-607d-40a6-b6ac-927caa2d289e.jpg?aki_policy=profile_x_medium,,6,7,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.3801,-123.85626,Camper/RV,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Conditioner"", ""Ocean view"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""LG refrigerator"", ""BBQ grill: gas"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Wine glasses"", ""Baby bath"", ""Fire extinguisher"", ""Pets allowed"", ""Single level home"", ""Coffee"", ""Sea view"", ""Private patio or balcony"", ""Dedicated workspace"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Long term stays allowed"", ""Hammock"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Barbecue utensils"", ""Essentials"", ""Body soap"", ""Building staff"", ""Hair dryer"", ""Cleaning products"", ""First aid kit"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Baking sheet"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Clothing storage: closet, wardrobe, and dresser"", ""Ethernet connection"", ""Self check-in"", ""Private backyard \u2013 Not fully fenced"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Board games"", ""Private hot tub - available all year, open 24 hours"", ""Shampoo"", ""Hot water kettle"", ""Outdoor shower"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""LG stainless steel gas stove"", ""Outdoor dining area"", ""Private entrance"", ""Oven"", ""Wifi"", ""18 inch HDTV with Apple TV, Netflix, premium cable, standard cable"", ""Sun loungers"", ""Free driveway parking on premises \u2013 2 spaces"", ""Toaster"", ""Fire pit"", ""Hangers""]",$114.00,1,100,2,2,1125,1125,2.0,1125.0,,t,16,39,69,319,2024-11-29,111,5,0,2018-07-15,2024-08-02,4.85,4.86,4.83,4.88,4.95,4.92,4.69,,t,4,4,0,0,1.43
